date,day_name,total_volume,short_volume,long_volume,short_to_long_volume,put_to_call_volume,notional,total_open_interest,put_to_call_open_interest,num_expirations,mean_normalized_straddle_price,sd_normalized_straddle_price,mean_skew,sd_skew
2017-07-27,Thursday,1018890,456402,322548,1.414989396926969,2.1479089942905163,12185843.600000001,12819976,1.9823996218254367,20,0.05746056354152808,0.004978842268689355,-0.15865749999999998,0.08494694414015136
2017-07-28,Friday,981033,465723,299676,1.5540884154887278,2.3979052151414706,8733661.825,13188861,2.021267067108847,20,0.054861172681358414,0.0064484156362217,-0.14305500000000002,0.05694177486696389
2017-07-31,Monday,974845,360146,386366,0.9321368857508165,1.9684321750039586,11246951.200000001,12957023,2.015218249798881,20,0.05494328797839659,0.005546256741379558,-0.1412775,0.05079693267068396
2017-08-01,Tuesday,911086,258232,287200,0.8991364902506964,1.5719092718316419,10261698.55,12641390,2.021437658987466,21,0.053247510749771486,0.005358670456799098,-0.1436261904761905,0.06403404529557773
2017-08-02,Wednesday,945940,383848,286015,1.3420554866003531,2.206326286425126,10472617.825000001,12907235,2.046181604060243,20,0.05339569887832453,0.0062630539598981,-0.1443725,0.06663347596178666
2017-08-03,Thursday,761643,275201,334293,0.8232329124450707,2.367330427170559,19076507.1,13072740,2.060644960698739,20,0.05679596841966228,0.0063932488043149625,-0.15244250000000004,0.08786437599363012
2017-08-04,Friday,1265304,485338,554593,0.875124640952915,1.895849973794849,12297246.7,13325648,2.0867500199210203,20,0.051970503035893865,0.008249260211965663,-0.13568499999999997,0.04181231307880492
2017-08-07,Monday,820319,303707,298978,1.015817217320338,1.887969244526434,13261313.350000001,13095123,2.0742388249122987,20,0.05310693235330751,0.007041046547407714,-0.1389625,0.04987506109018815
2017-08-08,Tuesday,1028353,514831,390462,1.3185175510036828,2.050777414196672,13358076.174999999,13211989,2.0772924648429756,21,0.06105005683123544,0.005422901067100791,-0.14726904761904763,0.05755424455033388
2017-08-09,Wednesday,1230002,532408,473003,1.125591169612032,2.489585165598988,27305254.15,13518878,2.102050322552814,20,0.06719674175457994,0.004978397361783206,-0.15748499999999999,0.06474984768321854
2017-08-10,Thursday,1590551,716093,606092,1.1814922487015174,2.099347413915731,23091361.775,13699229,2.1140485591600235,20,0.09695264370231685,0.008531889023394157,-0.17396,0.07347651597619473
2017-08-11,Friday,1450061,747170,467240,1.599113945723825,2.736240263638636,28548638.850000005,14146310,2.106743941916186,20,0.09464789750272654,0.00418262488776169,-0.167295,0.05812663954676892
2017-08-14,Monday,1230194,608613,401100,1.51735976065819,1.973882310849816,11368523.025000002,13757724,2.1275700443797407,20,0.06992893127464801,0.004488153511410573,-0.15836500000000003,0.06891135084294894
2017-08-15,Tuesday,1058372,333566,421307,0.7917409395049216,2.1505449003223855,13080769.875000002,13869162,2.122158512132919,21,0.06344035503828319,0.0051730777364356025,-0.1565285714285714,0.07981891942365034
2017-08-16,Wednesday,1740007,452294,456134,0.9915814212490189,2.2198501110288675,26534474.375,14203311,2.1356441617429764,20,0.0620525896981732,0.00572570004245586,-0.152625,0.09364225608666206
2017-08-17,Thursday,1532815,736598,301205,2.445503892697664,2.0227969669779227,23613673.325,14610370,2.1695705503371894,20,0.09116101889772754,0.006797476425969931,-0.17323750000000002,0.12129427632312256
2017-08-18,Friday,1717583,650584,360037,1.8069920591494764,2.0867186755876164,27224962.149999995,13344623,2.1180344308953254,20,0.08689080121097892,0.005436416513331938,-0.1337025,0.032608236977027756
2017-08-21,Monday,1069774,456335,228762,1.994802458450267,2.114525196591349,12863051.825,13548126,2.1238732901633495,20,0.08428570542976589,0.0030764671896252147,-0.13421749999999996,0.0384597980851434
2017-08-22,Tuesday,1473256,485270,668749,0.7256384682444385,1.7386893010770679,14694292.424999997,13643159,2.1324611770367534,21,0.06779817899814536,0.005705771671431627,-0.14117619047619048,0.05351368009131965
2017-08-23,Wednesday,1010512,341838,227603,1.5019046321885037,1.839306436340443,10454947.125,13931449,2.1400369417463145,20,0.07245569761042961,0.006030974812691295,-0.13533250000000002,0.044646688776996665
2017-08-24,Thursday,783510,358300,237230,1.5103486068372465,1.943246959121883,14751170.425,13906328,2.1453050993859946,20,0.0753956531993164,0.006839562240331579,-0.1413,0.058639135822418136
2017-08-25,Friday,1052730,484914,255887,1.8950317913766623,2.1906033393241944,9342838.65,14250151,2.1489054078838916,20,0.06646939602966195,0.009145573866960388,-0.1296475,0.038324370428618915
2017-08-28,Monday,965558,289532,330292,0.876594044057985,1.8196331630850278,15711860.95,13913268,2.1569598016687794,20,0.06851154088694114,0.00735964024525887,-0.13727250000000002,0.04977217715501302
2017-08-29,Tuesday,918708,271336,443164,0.6122699497251581,1.6180506279334195,13618538.375,14032437,2.152585131413908,21,0.07256192938348732,0.006369364747140485,-0.14992380952380954,0.059912570465414365
2017-08-30,Wednesday,1042466,398350,295488,1.3481088910547976,1.5949677143127405,33353607.875000004,14272380,2.1420253636062236,20,0.06763747937591127,0.007689769215565665,-0.15107500000000001,0.07018291904017672
2017-08-31,Thursday,1382531,484664,412578,1.174720901259883,1.635279743206563,16491067.075000001,14405737,2.127867318335682,19,0.05936915884143389,0.00881735913011561,-0.15436315789473684,0.08910096555993047
2017-09-01,Friday,1105655,466816,259868,1.796358151061308,1.9019435440479784,16012153.075000001,14247087,2.1222180827633665,20,0.055347211048543475,0.011431414865317398,-0.1339875,0.04078764480513676
2017-09-05,Tuesday,1453564,684080,520795,1.313530275828301,2.321141499303128,15008094.475,14009208,2.1219229993548554,21,0.07778443025545574,0.005392780018219864,-0.15377619047619048,0.06405463371039788
2017-09-06,Wednesday,1068809,548405,282606,1.9405285096565537,1.808125313638788,11077202.225,14259334,2.1229056555922443,20,0.06684822150128913,0.007680872291350457,-0.15189999999999998,0.061518405782334765
2017-09-07,Thursday,864330,366038,332194,1.1018802266145686,2.332716399264306,23068731.525000002,14433630,2.134478979950026,20,0.0654193375613232,0.00790483692770348,-0.15918000000000002,0.08191826170030711
2017-09-08,Friday,1162562,653725,341201,1.915952766844177,2.3937173600184494,14468853.325000003,14741657,2.155579106763247,20,0.07340517151008867,0.005467065376278187,-0.1512825,0.05307076943808144
2017-09-11,Monday,1581031,548819,697702,0.7866094693723108,1.4405933257796315,19195108.025000002,14625007,2.170078934385792,20,0.060640009589685254,0.0074190695441858695,-0.15510500000000002,0.07041197501135728
2017-09-12,Tuesday,1512048,547701,547825,0.9997736503445444,1.3240680967224303,40990297.475,14864403,2.147775408586646,21,0.05694648015688365,0.007463138025488229,-0.16679523809523808,0.08782290473658842
2017-09-13,Wednesday,1051957,451429,379100,1.1907913479293062,1.9744531532754253,26162565.825,15337544,2.1439972220160963,20,0.05652635403830869,0.006695889781479612,-0.15944999999999998,0.09764789424252834
2017-09-14,Thursday,1339532,460962,702324,0.6563381003639346,1.6726603059070466,39999041.525000006,15487181,2.1490875337282103,20,0.05559652890709044,0.007039202440239194,-0.1791225,0.1512084839509675
2017-09-15,Friday,1363587,459069,525721,0.8732179235754326,2.4822159117026654,33068092.2,12111143,2.212422120704056,20,0.05150418402514789,0.007865269653172071,-0.14629,0.04481275376497186
2017-09-18,Monday,1344884,364610,568552,0.6412957829714784,1.4886456159050199,35401529.224999994,12388914,2.2381503757393966,20,0.05443998348429051,0.005205500248196613,-0.15754,0.05856409437530817
2017-09-19,Tuesday,974017,252437,635707,0.3970964611055093,1.3234306978519375,37582909.525000006,12597987,2.239884672536767,21,0.05679512675683186,0.004698278696944643,-0.16034285714285715,0.07478908802141412
2017-09-20,Wednesday,1404457,492334,393766,1.2503212567870259,1.9098207644703011,21659785.9,12975563,2.208458935856602,20,0.05701405473325779,0.004066878543227277,-0.1568525,0.0690522202304169
2017-09-21,Thursday,938981,288697,401712,0.7186666069223723,1.658842884407369,13566391.625,13334839,2.2361299156217775,20,0.055587197846774905,0.004929295052682953,-0.1618,0.09373673106098805
2017-09-22,Friday,914845,426079,282931,1.50594667957912,2.463695082612712,10935049.524999999,13601750,2.2378797472874346,20,0.05321849976922115,0.007112970662366595,-0.14129,0.05103486210425184
2017-09-25,Monday,1164869,435532,472238,0.9222722440803154,1.8185474016845438,16131460.75,13160962,2.2471339845713194,20,0.06019352740538304,0.0044495063244537735,-0.14995,0.06922961252238813
2017-09-26,Tuesday,814958,331802,354633,0.9356207685128005,2.086611369920085,13549787.399999999,13288677,2.2653697754410898,21,0.05714637083272233,0.0052738788858528,-0.1543190476190476,0.08745332153047142
2017-09-27,Wednesday,1363392,475870,591744,0.8041822139303483,1.7149684572739439,14449827.65,13475776,2.286342600326445,20,0.05724570746010651,0.004799290064358856,-0.1503,0.09579849946632776
2017-09-28,Thursday,980611,372333,423150,0.8799078341013825,1.289082743133529,16290104.499999998,13619684,2.28636299035085,20,0.05394372522159999,0.006151699696015422,-0.1598425,0.13664208838696076
2017-09-29,Friday,1384689,566797,481271,1.1777086090788766,1.8348401282413493,22294567.225,13943494,2.259643637701681,20,0.05196319740792752,0.00744059170554853,-0.1314125,0.044601958687371566
2017-10-02,Monday,1626945,429281,637288,0.6736059677885038,1.3988808776042818,18876037.225,13066379,2.219304772543719,21,0.05294484015982498,0.006043946526779239,-0.1407952380952381,0.05902350803818582
2017-10-03,Tuesday,1102169,335211,396499,0.8454271006988668,1.1981611671203918,20103798.825,13303553,2.218511465848496,22,0.0519766914162664,0.0062605123123717216,-0.1523,0.0793149017295214
2017-10-04,Wednesday,1598442,447147,751134,0.5952959125801788,1.5165102285644114,17723602.075,13761432,2.1696602943008942,21,0.052125968467473464,0.006144276122254365,-0.15162857142857142,0.06976040555840735
2017-10-05,Thursday,1752392,441577,810408,0.5448823308753122,1.2363976528182261,23564893.225,14040276,2.1799266321094253,21,0.04983320867369342,0.005984296449984936,-0.16076666666666667,0.10196842337252926
2017-10-06,Friday,1334568,495221,523741,0.9455456036476044,1.454265091260172,32227478.075,14564233,2.16082879060083,21,0.050662179595660696,0.007442353601162809,-0.13917619047619048,0.045352992811016346
2017-10-09,Monday,940467,360710,414583,0.8700549708984691,2.3721427214021147,12926701.275,14224822,2.1174419167828735,20,0.055119231553823186,0.004202675934855313,-0.15175750000000002,0.05968559138309681
2017-10-10,Tuesday,1009226,417214,484319,0.8614446263722877,1.322392840623799,15440944.075000001,14279404,2.1384595366886505,21,0.05328240105885255,0.004686038833197065,-0.1557690476190476,0.06759114212921
2017-10-11,Wednesday,898942,447888,319794,1.4005516050957805,2.4347995537147136,15662100.049999997,14491316,2.1607247239142837,20,0.05005076875086447,0.0050918871967335294,-0.1563675,0.07256974795842963
2017-10-12,Thursday,1152661,377667,454828,0.8303512536607245,1.8017739253872107,12923372.524999999,14557998,2.180871853540911,21,0.05168362710423124,0.005656026465909071,-0.15903809523809526,0.09754470148013203
2017-10-13,Friday,1042118,520370,325998,1.596236786728753,2.0534677253948255,18968800.05,14962654,2.193657104754717,21,0.04846451995376587,0.00701501937980645,-0.14669047619047623,0.0586132656426602
2017-10-16,Monday,1232060,369897,643434,0.57487947481793,2.044589198165428,18670741.625,14617741,2.182459759719813,21,0.051387876133231834,0.004633466814516096,-0.15844761904761903,0.07246288947781425
2017-10-17,Tuesday,1001502,327344,519648,0.62993410924318,1.4231196363029293,28749495.849999998,14736302,2.1929495675544386,22,0.04998006689337746,0.005136658988236675,-0.16698636363636365,0.08889046142433621
2017-10-18,Wednesday,1265496,508171,411647,1.2344824570566528,1.5411413184257927,29025365.099999998,15169821,2.159428255452265,21,0.049573736852970486,0.004724996523260059,-0.16459047619047618,0.10519678455506909
2017-10-19,Thursday,1172386,556851,397526,1.400791394776694,1.6203429909905078,17791794.525000002,15323970,2.1734714333167937,21,0.050891766542086575,0.0053036726661723176,-0.17838333333333334,0.15289857152571174
2017-10-20,Friday,1736860,550912,527851,1.043688465116103,1.5252986402707827,24561775.849999998,13648768,2.1119204607973208,21,0.047458720106203715,0.006425120671664473,-0.1480785714285714,0.049217997993931166
2017-10-23,Monday,1332535,400837,557441,0.7190662330183822,1.7162495744823973,15516349.925,14014573,2.1022088887245935,20,0.0598239271319659,0.002151259116338539,-0.158945,0.05928742046167973
2017-10-24,Tuesday,904296,347609,414796,0.8380239925168035,1.9094816769087224,20634003.65,14316017,2.1158366847328103,21,0.05868216170217065,0.003989304158518795,-0.1642309523809524,0.06609549274343698
2017-10-25,Wednesday,1617277,712524,604863,1.1779923718263474,2.480964516170691,20713627.224999998,14705241,2.11867217365025,20,0.07050727707399376,0.0030480717588934805,-0.159875,0.06828391556581974
2017-10-26,Thursday,821666,352050,307147,1.1461938420365492,2.203138948771826,14792086.749999998,15004256,2.157289860946102,21,0.06549114490898218,0.004196287195780482,-0.16494999999999999,0.0908943879560491
2017-10-27,Friday,1523967,765914,453827,1.6876783443911447,1.394540517948444,14072035.849999998,15344493,2.1725502585160825,21,0.053871253599916444,0.006040976647941063,-0.14858809523809524,0.05672589881501996
2017-10-30,Monday,1182779,395961,429718,0.9214438306051876,1.783258267798062,13297738.925,15023704,2.1406466297379776,21,0.05887374450681668,0.003729737130746094,-0.16815476190476192,0.11335266806862837
2017-10-31,Tuesday,862756,328654,342949,0.9583174174585726,2.1307370743460967,15183073.25,15106177,2.1204546233870643,21,0.05827222379984866,0.0037442273016636456,-0.14654761904761904,0.06134549984696451
2017-11-01,Wednesday,1331278,517660,365387,1.4167444380889305,1.5548437859829585,13704956.649999999,14630290,2.0966021232998924,20,0.05805735035565639,0.004613630503961577,-0.13901249999999998,0.06362113617933901
2017-11-02,Thursday,972598,406553,323475,1.2568297395471058,1.8408385251910984,17563990.35,14821432,2.082953600207008,20,0.057289660108255314,0.005711377476416876,-0.14489999999999997,0.09021755233877718
2017-11-03,Friday,1486827,556557,432945,1.2855143263001074,1.829087622490724,16348126.674999997,15150043,2.109711756196006,20,0.051970966182476784,0.007401467220285285,-0.127765,0.04601233557427834
2017-11-06,Monday,1214021,350182,458865,0.7631482026304033,1.605458061220767,20459132.7,14786349,2.107424269617018,20,0.05338060081906374,0.006845381850141969,-0.14105250000000003,0.06074738363707526
2017-11-07,Tuesday,1366112,492980,621750,0.7928910333735424,1.6689798533939764,27394083.05,14920859,2.0904851057342806,21,0.05706804131148855,0.006062660676614645,-0.14689523809523808,0.0688953466269535
2017-11-08,Wednesday,964930,410267,389977,1.0520287093854253,2.176358279704396,16697346.074999997,15442708,2.084849035704262,20,0.053189249278716474,0.0077343618574125875,-0.144405,0.06854615397671848
2017-11-09,Thursday,1659200,605352,654617,0.9247422538675286,1.8683848393275753,27307853.749999996,15514632,2.098719578300499,20,0.06092608676462765,0.005859057776600718,-0.15475750000000002,0.08840715790449323
2017-11-10,Friday,1432537,636122,618436,1.0285979470794067,2.697785774024016,18457415.625,16054693,2.1347815891176576,20,0.06262082800156885,0.007261970419545019,-0.1416175,0.05926121259938914
2017-11-13,Monday,1131559,462277,486126,0.9509407026161941,1.7667493917869848,16492337.35,15856661,2.1459406835548918,20,0.06423715961858631,0.005951319596666492,-0.1497525,0.0726066843944137
2017-11-14,Tuesday,1287701,508847,670054,0.7594119279938631,1.872735912405828,26656726.674999997,16024890,2.1466096496429827,21,0.06940504162527646,0.005515654132049031,-0.15431666666666666,0.08580866774584871
2017-11-15,Wednesday,1603497,666776,262549,2.539624984288647,1.8609352697687696,26379991.275000002,16466765,2.1590376682297414,20,0.07541279932620479,0.005244309878479447,-0.15654749999999998,0.09982710488013763
2017-11-16,Thursday,1394220,614296,290811,2.1123547596205094,1.797161549712002,35339541.075,16640599,2.1578833606412093,20,0.06081916039717643,0.008788906105158234,-0.17221750000000002,0.15271497247732457
2017-11-17,Friday,1487100,493415,354520,1.3917832562337809,1.9428352617799494,32805691.425000004,15234164,2.103812591555781,20,0.057369385931688256,0.010598144703144104,-0.1362075,0.04210032741856054
2017-11-20,Monday,1260427,391940,383469,1.0220904427737314,1.68688752789899,19785246.775,15458982,2.10650008620804,20,0.05809612891670381,0.00828863347432262,-0.14343250000000002,0.049037277338265836
2017-11-21,Tuesday,1781074,496996,754509,0.6587012215891395,1.2109954279854958,48526973.275,15600125,2.095204554676053,21,0.05038905060216316,0.00868498724025367,-0.14784999999999998,0.06377966163359004
2017-11-22,Wednesday,1219641,451095,394071,1.144704888205425,2.337395025817697,29370179.025,16137342,2.06917274643012,20,0.050680075230040235,0.008614225201615651,-0.1440375,0.060934245041273795
2017-11-24,Friday,744181,345420,147460,2.3424657534246576,2.1024346521032227,5050028.175,16425291,2.090129145355971,20,0.05226038165145834,0.007703648412441494,-0.1354525,0.051970528848088504
2017-11-27,Monday,1391722,422139,487420,0.8660682778712404,1.6523944928950418,13014574.1,15905328,2.065153155250419,20,0.056266600791602686,0.004909912013858764,-0.1498925,0.0721006714167767
2017-11-28,Tuesday,1685397,515436,577983,0.8917840144087282,1.1380662479496524,22299236.05,16076927,2.055102502318369,21,0.05997099436918466,0.0035440098695100467,-0.16081428571428574,0.09771501339884989
2017-11-29,Wednesday,1600534,547666,384751,1.4234296986882424,1.3581341006498913,24969400.1,16522764,2.0414368790211306,20,0.06453825232528056,0.0028337918268344065,-0.17393750000000002,0.1266914321047402
2017-11-30,Thursday,2249744,738990,624412,1.1834974343862705,1.2120245572497768,33463430.225,16700069,2.051690117681456,19,0.07181760494660273,0.005509082732677946,-0.1687157894736842,0.10744889979186381
2017-12-01,Friday,2043354,770274,425777,1.809101947733203,1.7695304134736065,41370214.825,16552290,2.033893710371237,19,0.07317991377778989,0.002562973723655199,-0.15537894736842106,0.06919960510191073
2017-12-04,Monday,1563064,498837,384973,1.2957713917599416,1.3782240886129877,23012879.5,16327768,2.046007719970756,20,0.0740967236553061,0.004098465655626482,-0.15768750000000004,0.0729899425862906
2017-12-05,Tuesday,1105952,516108,431141,1.1970747388905254,1.945764680186875,20508410.3,16471268,2.0437549986177577,21,0.06941448525791509,0.004103310976343281,-0.15894999999999998,0.08019812816958237
2017-12-06,Wednesday,1200779,566362,403463,1.4037520169135707,1.546964185341125,43161296.0,16860761,2.0550911720547513,20,0.06661563598272353,0.004471007361366876,-0.15053,0.07517303106832929
2017-12-07,Thursday,1088185,460834,343032,1.3434140255136546,1.8185041674652798,50117551.42500001,16980495,2.0584558706321685,20,0.062448033041426265,0.005545109491628256,-0.15462,0.10053184619810779
2017-12-08,Friday,1461631,626787,345479,1.814254990896697,1.5399747328617033,25571072.7,17394197,2.063724897035949,20,0.05682430619534763,0.006331524749903583,-0.14142500000000002,0.07199816924755793
2017-12-11,Monday,1176176,460411,428038,1.0756311355533854,1.4769526248399487,25855169.05,16979377,2.032964785415227,20,0.058998368406963576,0.003478445808204955,-0.15418,0.09494786516820693
2017-12-12,Tuesday,1525930,543653,688549,0.7895632700069276,1.3256944634958956,43748579.800000004,17101381,2.0373647393982774,21,0.060311091150637264,0.0044571570304996954,-0.1656595238095238,0.11752884308507466
2017-12-13,Wednesday,1316257,495489,506285,0.9786760421501723,1.4137863372626112,23510822.175,17587845,2.0169651752558644,20,0.06021761464147178,0.003049917526600838,-0.15914,0.13463412141801198
2017-12-14,Thursday,1597208,642298,801419,0.8014509264192639,1.440176855408176,35907115.199999996,17845020,2.014390510178899,20,0.0590157456254969,0.004814786678121529,-0.18058500000000002,0.18710993165783585
2017-12-15,Friday,1650936,493353,727054,0.6785644532593177,1.5847165468977502,47125300.349999994,12578464,2.118619963638104,20,0.054743472065794774,0.00423340198314308,-0.14564249999999998,0.0571879363917776
2017-12-18,Monday,1448568,341290,739440,0.4615519852861625,1.3541548842560993,27173709.874999996,12777223,2.1148862734084726,20,0.055161853074359904,0.004911265455502885,-0.15367500000000003,0.06507218395750984
2017-12-19,Tuesday,1208949,387081,666438,0.5808207215074771,1.7501364889580433,45558613.49999999,12937514,2.0928696611748516,21,0.057798007456396766,0.005002342605184401,-0.16200238095238095,0.08579663312878791
2017-12-20,Wednesday,1179076,397163,351500,1.1299089615931721,1.8455833552550602,34229016.9,13404218,2.098106496950019,20,0.05697387880520073,0.005223351504470311,-0.15323499999999998,0.07642618841077972
